[3](0,-1401.25,0)
[3](0,-1473.33,0)
[3](0,-21.6949,0)
[3](0,-150.188,0)
[3](-0,123.788,-0)
[3](-0,153.935,-0)
[3](0,-465.083,0)
[3](0,-801.819,0)
[3](0,-900.384,0)
[3](0,-1020.83,0)
[3](0,-1161.4,0)
[3](0,-823.984,0)
[3](-0,444.608,-0)
[3](0,-1173.87,0)
[3](0,-242.541,0)
[3](0,-2303.43,0)
[3](0,-98.3242,0)
[3](0,-2121.58,0)
[3](0,-1591.5,0)
[3](0,-29.7907,0)
[3](-0,365.275,-0)
[3](-0,230.537,-0)
[3](0,-182.084,0)
[3](0,-1097.32,0)
[3](-0,4.22255,-0)
[3](0,-795.761,0)
[3](0,-130.508,0)
[3](0,-696.91,0)
[3](-0,502.228,-0)
[3](0,-786.147,0)
[3](-0,754.086,-0)
[3](0,-1736.42,0)
[3](0,-249.97,0)
[3](0,-1768.33,0)
[3](0,-2502.31,0)
[3](0,-519.49,0)
[3](0,-636.435,0)
[3](0,-2062.75,0)
[3](0,-3097.83,0)
[3](0,-3011.76,0)
[3](0,-104.168,0)
[3](-0,72.1526,-0)
[3](-0,293.083,-0)
[3](0,-707.51,0)
[3](0,-305.395,0)
[3](0,-1776.73,0)
[3](0,-273.384,0)
[3](0,-2592.38,0)
[3](0,-597.604,0)
[3](0,-1971.64,0)
[3](0,-2936.86,0)
[3](0,-48.4046,0)
[3](0,-1489.71,0)
[3](-0,53.3097,-0)
[3](0,-422.991,0)
[3](0,-1467.9,0)
[3](0,-381.364,0)
[3](0,-3080.28,0)
[3](-0,42.9006,-0)
[3](-0,942.854,-0)
[3](0,-2058.33,0)
[3](0,-1125.92,0)
[3](-0,539.263,-0)
[3](0,-775.156,0)
[3](0,-1582.99,0)
[3](0,-758.479,0)
[3](0,-835.688,0)
[3](0,-1485.43,0)
[3](0,-747.288,0)
[3](0,-323.836,0)
[3](0,-870.486,0)
[3](0,-280.395,0)
[3](0,-96.8429,0)
[3](0,-1083.91,0)
[3](0,-2980.43,0)
[3](0,-2400.17,0)
[3](0,-2349.97,0)
[3](0,-2720.14,0)
[3](0,-1653.16,0)
[3](0,-1084.27,0)
[3](-0,782.459,-0)
[3](0,-1196.85,0)
[3](0,-2160.46,0)
[3](0,-551.056,0)
[3](0,-717.586,0)
[3](0,-1793.14,0)
[3](0,-1240.41,0)
[3](0,-1545.18,0)
[3](0,-1578.44,0)
[3](0,-1326.07,0)
[3](0,-448.644,0)
[3](0,-834.136,0)
[3](0,-1907.22,0)
[3](0,-211.468,0)
[3](-0,603.638,-0)
[3](0,-2121.45,0)
[3](0,-1341.35,0)
[3](0,-2711.13,0)
[3](-0,581.052,-0)
[3](0,-1856.71,0)
[3](0,-962.419,0)
[3](0,-1362.22,0)
[3](0,-1472.66,0)
[3](-0,232.193,-0)
[3](-0,11.4668,-0)
[3](-0,674.256,-0)
[3](0,-415.575,0)
[3](0,-2096.16,0)
[3](0,-665.294,0)
[3](0,-1944.79,0)
[3](0,-353.34,0)
[3](0,-0.255047,0)
[3](-0,577.812,-0)
[3](0,-2815.46,0)
[3](0,-497.659,0)
[3](0,-501.885,0)
[3](0,-1395.3,0)
[3](0,-113.033,0)
[3](0,-1445.9,0)
[3](0,-1015.02,0)
[3](0,-2204.46,0)
[3](-0,650.397,-0)
[3](0,-1044.16,0)
[3](0,-695.993,0)
[3](0,-481.423,0)
[3](0,-199.41,0)
[3](0,-1142.09,0)
[3](0,-1687.26,0)
[3](0,-2096.88,0)
[3](0,-1138.04,0)
[3](0,-1801.44,0)
[3](0,-665.954,0)
[3](0,-1163.87,0)
[3](0,-1359.03,0)
[3](0,-646.731,0)
[3](-0,702.462,-0)
[3](0,-510.148,0)
[3](0,-891.81,0)
[3](-0,23.6679,-0)
[3](0,-650.899,0)
[3](0,-261.355,0)
[3](0,-1018.41,0)
[3](0,-1716.25,0)
[3](0,-2031.4,0)
[3](0,-1279.42,0)
[3](0,-1085.29,0)
[3](0,-583.802,0)
[3](0,-1491.15,0)
[3](0,-1048.2,0)
[3](-0,69.0895,-0)
[3](0,-176.494,0)
[3](0,-721.642,0)
[3](-0,160.708,-0)
[3](0,-1294.72,0)
[3](0,-1113.91,0)
[3](-0,150.015,-0)
[3](0,-934.27,0)
[3](0,-2434.58,0)
[3](0,-1993.2,0)
[3](-0,1297.32,-0)
[3](0,-1337.55,0)
[3](0,-1093.97,0)
[3](-0,160.364,-0)
[3](0,-1427.93,0)
[3](-0,171.023,-0)
[3](0,-961.714,0)
[3](0,-558.545,0)
[3](-0,316.609,-0)
[3](-0,165.702,-0)
[3](0,-4396.1,0)
[3](0,-907.801,0)
[3](0,-2867.41,0)
[3](0,-1128.94,0)
[3](0,-409.76,0)
[3](-0,154.639,-0)
[3](0,-1554.39,0)
[3](0,-1377.16,0)
[3](0,-2280.81,0)
[3](0,-132.12,0)
[3](0,-775.707,0)
[3](0,-1447.49,0)
[3](0,-2986.13,0)
[3](0,-1498.76,0)
[3](0,-58.9001,0)
[3](0,-1388.14,0)
[3](0,-1168.3,0)
